trip_id,arrival_time,departure_time,stop_id,stop_sequence
r001_e00_w,06:30:00,06:30:00,s0042,1
r001_e00_w,,,s0050,2
r001_e00_w,,,s0367,3
r001_e00_w,,,s0366,4
r001_e00_w,,,s0408,5
r001_e00_w,,,s0407,6
r001_e00_w,,,s0133,7
r001_e00_w,,,s0094,8
r001_e00_w,,,s0174,9
r001_e00_w,07:10:00,07:10:00,s0259,10
r001_e00_b,07:30:00,07:30:00,s0259,1
r001_e00_b,,,s0174,2
r001_e00_b,,,s0094,3
r001_e00_b,,,s0133,4
r001_e00_b,,,s0407,5
r001_e00_b,,,s0408,6
r001_e00_b,,,s0366,7
r001_e00_b,,,s0367,8
r001_e00_b,,,s0050,9
r001_e00_b,08:10:00,08:10:00,s0042,10
r001_e01_w,10:00:00,10:00:00,s0042,1
r001_e01_w,,,s0050,2
r001_e01_w,,,s0367,3
r001_e01_w,,,s0366,4
r001_e01_w,,,s0408,5
r001_e01_w,,,s0407,6
r001_e01_w,,,s0133,7
r001_e01_w,,,s0094,8
r001_e01_w,,,s0174,9
r001_e01_w,10:40:00,10:40:00,s0259,10
r001_e01_b,11:00:00,11:00:00,s0259,1
r001_e01_b,,,s0174,2
r001_e01_b,,,s0094,3
r001_e01_b,,,s0133,4
r001_e01_b,,,s0407,5
r001_e01_b,,,s0408,6
r001_e01_b,,,s0366,7
r001_e01_b,,,s0367,8
r001_e01_b,,,s0050,9
r001_e01_b,11:40:00,11:40:00,s0042,10
r001_e02_w,14:00:00,14:00:00,s0042,1
r001_e02_w,,,s0050,2
r001_e02_w,,,s0367,3
r001_e02_w,,,s0366,4
r001_e02_w,,,s0408,5
r001_e02_w,,,s0407,6
r001_e02_w,,,s0133,7
r001_e02_w,,,s0094,8
r001_e02_w,,,s0174,9
r001_e02_w,14:40:00,14:40:00,s0259,10
r001_e02_b,15:00:00,15:00:00,s0259,1
r001_e02_b,,,s0174,2
r001_e02_b,,,s0094,3
r001_e02_b,,,s0133,4
r001_e02_b,,,s0407,5
r001_e02_b,,,s0408,6
r001_e02_b,,,s0366,7
r001_e02_b,,,s0367,8
r001_e02_b,,,s0050,9
r001_e02_b,15:40:00,15:40:00,s0042,10
r001_e03_w,16:30:00,16:30:00,s0042,1
r001_e03_w,,,s0050,2
r001_e03_w,,,s0367,3
r001_e03_w,,,s0366,4
r001_e03_w,,,s0408,5
r001_e03_w,,,s0407,6
r001_e03_w,,,s0133,7
r001_e03_w,,,s0094,8
r001_e03_w,,,s0174,9
r001_e03_w,17:10:00,17:10:00,s0259,10
r001_e03_b,17:15:00,17:15:00,s0259,1
r001_e03_b,,,s0174,2
r001_e03_b,,,s0094,3
r001_e03_b,,,s0133,4
r001_e03_b,,,s0407,5
r001_e03_b,,,s0408,6
r001_e03_b,,,s0366,7
r001_e03_b,,,s0367,8
r001_e03_b,,,s0050,9
r001_e03_b,17:55:00,17:55:00,s0042,10
r001_e04_w,18:00:00,18:00:00,s0042,1
r001_e04_w,,,s0050,2
r001_e04_w,,,s0367,3
r001_e04_w,,,s0366,4
r001_e04_w,,,s0408,5
r001_e04_w,,,s0407,6
r001_e04_w,,,s0133,7
r001_e04_w,,,s0094,8
r001_e04_w,,,s0174,9
r001_e04_w,18:40:00,18:40:00,s0259,10
r001_e04_b,05:20:00,05:20:00,s0259,1
r001_e04_b,,,s0174,2
r001_e04_b,,,s0094,3
r001_e04_b,,,s0133,4
r001_e04_b,,,s0407,5
r001_e04_b,,,s0408,6
r001_e04_b,,,s0366,7
r001_e04_b,,,s0367,8
r001_e04_b,,,s0050,9
r001_e04_b,06:00:00,06:00:00,s0042,10
r002_e00_w,07:30:00,07:30:00,s0042,1
r002_e00_w,,,s0050,2
r002_e00_w,,,s0285,3
r002_e00_w,,,s0367,4
r002_e00_w,,,s0366,5
r002_e00_w,,,s0408,6
r002_e00_w,,,s0407,7
r002_e00_w,,,s0133,8
r002_e00_w,,,s0094,9
r002_e00_w,,,s0174,10
r002_e00_w,,,s0259,11
r002_e00_w,,,s0261,12
r002_e00_w,,,s0260,13
r002_e00_w,,,s0163,14
r002_e00_w,,,s0162,15
r002_e00_w,,,s0031,16
r002_e00_w,,,s0032,17
r002_e00_w,08:25:00,08:25:00,s0394,18
r002_e00_b,08:30:00,08:30:00,s0394,1
r002_e00_b,,,s0032,2
r002_e00_b,,,s0031,3
r002_e00_b,,,s0162,4
r002_e00_b,,,s0163,5
r002_e00_b,,,s0260,6
r002_e00_b,,,s0261,7
r002_e00_b,,,s0259,8
r002_e00_b,,,s0174,9
r002_e00_b,,,s0094,10
r002_e00_b,,,s0133,11
r002_e00_b,,,s0407,12
r002_e00_b,,,s0408,13
r002_e00_b,,,s0366,14
r002_e00_b,,,s0367,15
r002_e00_b,,,s0285,16
r002_e00_b,,,s0050,17
r002_e00_b,09:25:00,09:25:00,s0042,18
r002_e01_w,12:00:00,12:00:00,s0042,1
r002_e01_w,,,s0050,2
r002_e01_w,,,s0285,3
r002_e01_w,,,s0367,4
r002_e01_w,,,s0366,5
r002_e01_w,,,s0408,6
r002_e01_w,,,s0407,7
r002_e01_w,,,s0133,8
r002_e01_w,,,s0094,9
r002_e01_w,,,s0174,10
r002_e01_w,,,s0259,11
r002_e01_w,,,s0261,12
r002_e01_w,,,s0260,13
r002_e01_w,,,s0163,14
r002_e01_w,,,s0162,15
r002_e01_w,,,s0031,16
r002_e01_w,,,s0032,17
r002_e01_w,12:55:00,12:55:00,s0394,18
r002_e01_b,13:15:00,13:15:00,s0394,1
r002_e01_b,,,s0032,2
r002_e01_b,,,s0031,3
r002_e01_b,,,s0162,4
r002_e01_b,,,s0163,5
r002_e01_b,,,s0260,6
r002_e01_b,,,s0261,7
r002_e01_b,,,s0259,8
r002_e01_b,,,s0174,9
r002_e01_b,,,s0094,10
r002_e01_b,,,s0133,11
r002_e01_b,,,s0407,12
r002_e01_b,,,s0408,13
r002_e01_b,,,s0366,14
r002_e01_b,,,s0367,15
r002_e01_b,,,s0285,16
r002_e01_b,,,s0050,17
r002_e01_b,14:10:00,14:10:00,s0042,18
r002_e02_w,14:30:00,14:30:00,s0042,1
r002_e02_w,,,s0050,2
r002_e02_w,,,s0285,3
r002_e02_w,,,s0367,4
r002_e02_w,,,s0366,5
r002_e02_w,,,s0408,6
r002_e02_w,,,s0407,7
r002_e02_w,,,s0133,8
r002_e02_w,,,s0094,9
r002_e02_w,,,s0174,10
r002_e02_w,,,s0259,11
r002_e02_w,,,s0261,12
r002_e02_w,,,s0260,13
r002_e02_w,,,s0163,14
r002_e02_w,,,s0162,15
r002_e02_w,,,s0031,16
r002_e02_w,,,s0032,17
r002_e02_w,15:25:00,15:25:00,s0394,18
r002_e02_b,15:30:00,15:30:00,s0394,1
r002_e02_b,,,s0032,2
r002_e02_b,,,s0031,3
r002_e02_b,,,s0162,4
r002_e02_b,,,s0163,5
r002_e02_b,,,s0260,6
r002_e02_b,,,s0261,7
r002_e02_b,,,s0259,8
r002_e02_b,,,s0174,9
r002_e02_b,,,s0094,10
r002_e02_b,,,s0133,11
r002_e02_b,,,s0407,12
r002_e02_b,,,s0408,13
r002_e02_b,,,s0366,14
r002_e02_b,,,s0367,15
r002_e02_b,,,s0285,16
r002_e02_b,,,s0050,17
r002_e02_b,16:25:00,16:25:00,s0042,18
r002_e03_w,16:30:00,16:30:00,s0042,1
r002_e03_w,,,s0050,2
r002_e03_w,,,s0285,3
r002_e03_w,,,s0367,4
r002_e03_w,,,s0366,5
r002_e03_w,,,s0408,6
r002_e03_w,,,s0407,7
r002_e03_w,,,s0133,8
r002_e03_w,,,s0094,9
r002_e03_w,,,s0174,10
r002_e03_w,,,s0259,11
r002_e03_w,,,s0261,12
r002_e03_w,,,s0260,13
r002_e03_w,,,s0163,14
r002_e03_w,,,s0162,15
r002_e03_w,,,s0031,16
r002_e03_w,,,s0032,17
r002_e03_w,17:25:00,17:25:00,s0394,18
r002_e03_b,18:00:00,18:00:00,s0394,1
r002_e03_b,,,s0032,2
r002_e03_b,,,s0031,3
r002_e03_b,,,s0162,4
r002_e03_b,,,s0163,5
r002_e03_b,,,s0260,6
r002_e03_b,,,s0261,7
r002_e03_b,,,s0259,8
r002_e03_b,,,s0174,9
r002_e03_b,,,s0094,10
r002_e03_b,,,s0133,11
r002_e03_b,,,s0407,12
r002_e03_b,,,s0408,13
r002_e03_b,,,s0366,14
r002_e03_b,,,s0367,15
r002_e03_b,,,s0285,16
r002_e03_b,,,s0050,17
r002_e03_b,18:55:00,18:55:00,s0042,18
r002_e04_w,20:00:00,20:00:00,s0042,1
r002_e04_w,,,s0050,2
r002_e04_w,,,s0285,3
r002_e04_w,,,s0367,4
r002_e04_w,,,s0366,5
r002_e04_w,,,s0408,6
r002_e04_w,,,s0407,7
r002_e04_w,,,s0133,8
r002_e04_w,,,s0094,9
r002_e04_w,,,s0174,10
r002_e04_w,,,s0259,11
r002_e04_w,,,s0261,12
r002_e04_w,,,s0260,13
r002_e04_w,,,s0163,14
r002_e04_w,,,s0162,15
r002_e04_w,,,s0031,16
r002_e04_w,,,s0032,17
r002_e04_w,20:55:00,20:55:00,s0394,18
r002_e04_b,21:00:00,21:00:00,s0394,1
r002_e04_b,,,s0032,2
r002_e04_b,,,s0031,3
r002_e04_b,,,s0162,4
r002_e04_b,,,s0163,5
r002_e04_b,,,s0260,6
r002_e04_b,,,s0261,7
r002_e04_b,,,s0259,8
r002_e04_b,,,s0174,9
r002_e04_b,,,s0094,10
r002_e04_b,,,s0133,11
r002_e04_b,,,s0407,12
r002_e04_b,,,s0408,13
r002_e04_b,,,s0366,14
r002_e04_b,,,s0367,15
r002_e04_b,,,s0285,16
r002_e04_b,,,s0050,17
r002_e04_b,21:55:00,21:55:00,s0042,18
r002_e05_w,23:30:00,23:30:00,s0042,1
r002_e05_w,,,s0050,2
r002_e05_w,,,s0285,3
r002_e05_w,,,s0367,4
r002_e05_w,,,s0366,5
r002_e05_w,,,s0408,6
r002_e05_w,,,s0407,7
r002_e05_w,,,s0133,8
r002_e05_w,,,s0094,9
r002_e05_w,,,s0174,10
r002_e05_w,,,s0259,11
r002_e05_w,,,s0261,12
r002_e05_w,,,s0260,13
r002_e05_w,,,s0163,14
r002_e05_w,,,s0162,15
r002_e05_w,,,s0031,16
r002_e05_w,,,s0032,17
r002_e05_w,24:25:00,24:25:00,s0394,18
r002_e05_b,06:30:00,06:30:00,s0394,1
r002_e05_b,,,s0032,2
r002_e05_b,,,s0031,3
r002_e05_b,,,s0162,4
r002_e05_b,,,s0163,5
r002_e05_b,,,s0260,6
r002_e05_b,,,s0261,7
r002_e05_b,,,s0259,8
r002_e05_b,,,s0174,9
r002_e05_b,,,s0094,10
r002_e05_b,,,s0133,11
r002_e05_b,,,s0407,12
r002_e05_b,,,s0408,13
r002_e05_b,,,s0366,14
r002_e05_b,,,s0367,15
r002_e05_b,,,s0285,16
r002_e05_b,,,s0050,17
r002_e05_b,07:25:00,07:25:00,s0042,18
r003_e00_w,06:45:00,06:45:00,s0042,1
r003_e00_w,,,s0050,2
r003_e00_w,,,s0285,3
r003_e00_w,,,s0249,4
r003_e00_w,,,s0215,5
r003_e00_w,,,s0214,6
r003_e00_w,,,s0136,7
r003_e00_w,,,s0179,8
r003_e00_w,,,s0322,9
r003_e00_w,,,s0406,10
r003_e00_w,,,s0408,11
r003_e00_w,,,s0407,12
r003_e00_w,,,s0133,13
r003_e00_w,,,s0094,14
r003_e00_w,,,s0174,15
r003_e00_w,,,s0259,16
r003_e00_w,,,s0261,17
r003_e00_w,,,s0260,18
r003_e00_w,,,s0163,19
r003_e00_w,,,s0162,20
r003_e00_w,,,s0031,21
r003_e00_w,,,s0032,22
r003_e00_w,,,s0394,23
r003_e00_w,,,s0398,24
r003_e00_w,07:45:00,07:45:00,s0247,25
r003_e00_b,08:00:00,08:00:00,s0247,1
r003_e00_b,,,s0398,2
r003_e00_b,,,s0394,3
r003_e00_b,,,s0032,4
r003_e00_b,,,s0031,5
r003_e00_b,,,s0162,6
r003_e00_b,,,s0163,7
r003_e00_b,,,s0260,8
r003_e00_b,,,s0261,9
r003_e00_b,,,s0259,10
r003_e00_b,,,s0174,11
r003_e00_b,,,s0094,12
r003_e00_b,,,s0133,13
r003_e00_b,,,s0407,14
r003_e00_b,,,s0408,15
r003_e00_b,,,s0406,16
r003_e00_b,,,s0322,17
r003_e00_b,,,s0179,18
r003_e00_b,,,s0136,19
r003_e00_b,,,s0214,20
r003_e00_b,,,s0215,21
r003_e00_b,,,s0249,22
r003_e00_b,,,s0285,23
r003_e00_b,,,s0050,24
r003_e00_b,12:20:00,12:20:00,s0042,25
r003_e01_w,11:00:00,11:00:00,s0042,1
r003_e01_w,,,s0050,2
r003_e01_w,,,s0285,3
r003_e01_w,,,s0249,4
r003_e01_w,,,s0215,5
r003_e01_w,,,s0214,6
r003_e01_w,,,s0136,7
r003_e01_w,,,s0179,8
r003_e01_w,,,s0322,9
r003_e01_w,,,s0406,10
r003_e01_w,,,s0408,11
r003_e01_w,,,s0407,12
r003_e01_w,,,s0133,13
r003_e01_w,,,s0094,14
r003_e01_w,,,s0174,15
r003_e01_w,,,s0259,16
r003_e01_w,,,s0261,17
r003_e01_w,,,s0260,18
r003_e01_w,,,s0163,19
r003_e01_w,,,s0162,20
r003_e01_w,,,s0031,21
r003_e01_w,,,s0032,22
r003_e01_w,,,s0394,23
r003_e01_w,,,s0398,24
r003_e01_w,12:00:00,12:00:00,s0247,25
r003_e01_b,13:20:00,13:20:00,s0247,1
r003_e01_b,,,s0398,2
r003_e01_b,,,s0394,3
r003_e01_b,,,s0032,4
r003_e01_b,,,s0031,5
r003_e01_b,,,s0162,6
r003_e01_b,,,s0163,7
r003_e01_b,,,s0260,8
r003_e01_b,,,s0261,9
r003_e01_b,,,s0259,10
r003_e01_b,,,s0174,11
r003_e01_b,,,s0094,12
r003_e01_b,,,s0133,13
r003_e01_b,,,s0407,14
r003_e01_b,,,s0408,15
r003_e01_b,,,s0406,16
r003_e01_b,,,s0322,17
r003_e01_b,,,s0179,18
r003_e01_b,,,s0136,19
r003_e01_b,,,s0214,20
r003_e01_b,,,s0215,21
r003_e01_b,,,s0249,22
r003_e01_b,,,s0285,23
r003_e01_b,,,s0050,24
r003_e01_b,17:30:00,17:30:00,s0042,25
r003_e02_w,16:00:00,16:00:00,s0042,1
r003_e02_w,,,s0050,2
r003_e02_w,,,s0285,3
r003_e02_w,,,s0249,4
r003_e02_w,,,s0215,5
r003_e02_w,,,s0214,6
r003_e02_w,,,s0136,7
r003_e02_w,,,s0179,8
r003_e02_w,,,s0322,9
r003_e02_w,,,s0406,10
r003_e02_w,,,s0408,11
r003_e02_w,,,s0407,12
r003_e02_w,,,s0133,13
r003_e02_w,,,s0094,14
r003_e02_w,,,s0174,15
r003_e02_w,,,s0259,16
r003_e02_w,,,s0261,17
r003_e02_w,,,s0260,18
r003_e02_w,,,s0163,19
r003_e02_w,,,s0162,20
r003_e02_w,,,s0031,21
r003_e02_w,,,s0032,22
r003_e02_w,,,s0394,23
r003_e02_w,,,s0398,24
r003_e02_w,17:00:00,17:00:00,s0247,25
r004_e00_w,14:00:00,14:00:00,s0041,1
r004_e00_w,,,s0050,2
r004_e00_w,,,s0285,3
r004_e00_w,,,s0367,4
r004_e00_w,,,s0366,5
r004_e00_w,,,s0176,6
r004_e00_w,,,s0343,7
r004_e00_w,,,s0344,8
r004_e00_w,,,s0247,9
r004_e00_w,,,s0292,10
r004_e00_w,14:50:00,14:50:00,s0142,11
r004_e00_b,15:15:00,15:15:00,s0142,1
r004_e00_b,,,s0292,2
r004_e00_b,,,s0247,3
r004_e00_b,,,s0344,4
r004_e00_b,,,s0343,5
r004_e00_b,,,s0176,6
r004_e00_b,,,s0366,7
r004_e00_b,,,s0367,8
r004_e00_b,,,s0285,9
r004_e00_b,,,s0050,10
r004_e00_b,16:05:00,16:05:00,s0041,11
r004_e01_w,19:00:00,19:00:00,s0041,1
r004_e01_w,,,s0050,2
r004_e01_w,,,s0285,3
r004_e01_w,,,s0367,4
r004_e01_w,,,s0366,5
r004_e01_w,,,s0176,6
r004_e01_w,,,s0343,7
r004_e01_w,,,s0344,8
r004_e01_w,,,s0247,9
r004_e01_w,,,s0292,10
r004_e01_w,19:50:00,19:50:00,s0142,11
r004_e01_b,06:10:00,06:10:00,s0142,1
r004_e01_b,,,s0292,2
r004_e01_b,,,s0247,3
r004_e01_b,,,s0344,4
r004_e01_b,,,s0343,5
r004_e01_b,,,s0176,6
r004_e01_b,,,s0366,7
r004_e01_b,,,s0367,8
r004_e01_b,,,s0285,9
r004_e01_b,,,s0050,10
r004_e01_b,07:00:00,07:00:00,s0041,11
r005_e00_w,06:15:00,06:15:00,s0042,1
r005_e00_w,,,s0049,2
r005_e00_w,,,s0285,3
r005_e00_w,,,s0367,4
r005_e00_w,,,s0387,5
r005_e00_w,,,s0366,6
r005_e00_w,,,s0351,7
r005_e00_w,,,s0092,8
r005_e00_w,06:45:00,06:45:00,s0093,9
r005_e00_b,07:00:00,07:00:00,s0093,1
r005_e00_b,,,s0092,2
r005_e00_b,,,s0351,3
r005_e00_b,,,s0366,4
r005_e00_b,,,s0387,5
r005_e00_b,,,s0367,6
r005_e00_b,,,s0285,7
r005_e00_b,,,s0049,8
r005_e00_b,07:30:00,07:30:00,s0042,9
r005_e01_w,07:40:00,07:40:00,s0042,1
r005_e01_w,,,s0049,2
r005_e01_w,,,s0285,3
r005_e01_w,,,s0367,4
r005_e01_w,,,s0387,5
r005_e01_w,,,s0366,6
r005_e01_w,,,s0351,7
r005_e01_w,,,s0092,8
r005_e01_w,08:10:00,08:10:00,s0093,9
r005_e01_b,08:30:00,08:30:00,s0093,1
r005_e01_b,,,s0092,2
r005_e01_b,,,s0351,3
r005_e01_b,,,s0366,4
r005_e01_b,,,s0387,5
r005_e01_b,,,s0367,6
r005_e01_b,,,s0285,7
r005_e01_b,,,s0049,8
r005_e01_b,09:00:00,09:00:00,s0042,9
r005_e02_w,11:15:00,11:15:00,s0042,1
r005_e02_w,,,s0049,2
r005_e02_w,,,s0285,3
r005_e02_w,,,s0367,4
r005_e02_w,,,s0387,5
r005_e02_w,,,s0366,6
r005_e02_w,,,s0351,7
r005_e02_w,,,s0092,8
r005_e02_w,11:45:00,11:45:00,s0093,9
r005_e02_b,12:00:00,12:00:00,s0093,1
r005_e02_b,,,s0092,2
r005_e02_b,,,s0351,3
r005_e02_b,,,s0366,4
r005_e02_b,,,s0387,5
r005_e02_b,,,s0367,6
r005_e02_b,,,s0285,7
r005_e02_b,,,s0049,8
r005_e02_b,12:30:00,12:30:00,s0042,9
r005_e03_w,12:40:00,12:40:00,s0042,1
r005_e03_w,,,s0049,2
r005_e03_w,,,s0285,3
r005_e03_w,,,s0367,4
r005_e03_w,,,s0387,5
r005_e03_w,,,s0366,6
r005_e03_w,,,s0351,7
r005_e03_w,,,s0092,8
r005_e03_w,13:10:00,13:10:00,s0093,9
r005_e03_b,13:30:00,13:30:00,s0093,1
r005_e03_b,,,s0092,2
r005_e03_b,,,s0351,3
r005_e03_b,,,s0366,4
r005_e03_b,,,s0387,5
r005_e03_b,,,s0367,6
r005_e03_b,,,s0285,7
r005_e03_b,,,s0049,8
r005_e03_b,14:00:00,14:00:00,s0042,9
r005_e04_w,14:15:00,14:15:00,s0042,1
r005_e04_w,,,s0049,2
r005_e04_w,,,s0285,3
r005_e04_w,,,s0367,4
r005_e04_w,,,s0387,5
r005_e04_w,,,s0366,6
r005_e04_w,,,s0351,7
r005_e04_w,,,s0092,8
r005_e04_w,14:45:00,14:45:00,s0093,9
r005_e04_b,15:00:00,15:00:00,s0093,1
r005_e04_b,,,s0092,2
r005_e04_b,,,s0351,3
r005_e04_b,,,s0366,4
r005_e04_b,,,s0387,5
r005_e04_b,,,s0367,6
r005_e04_b,,,s0285,7
r005_e04_b,,,s0049,8
r005_e04_b,15:30:00,15:30:00,s0042,9
r005_e05_w,15:45:00,15:45:00,s0042,1
r005_e05_w,,,s0049,2
r005_e05_w,,,s0285,3
r005_e05_w,,,s0367,4
r005_e05_w,,,s0387,5
r005_e05_w,,,s0366,6
r005_e05_w,,,s0351,7
r005_e05_w,,,s0092,8
r005_e05_w,16:15:00,16:15:00,s0093,9
r005_e05_b,16:30:00,16:30:00,s0093,1
r005_e05_b,,,s0092,2
r005_e05_b,,,s0351,3
r005_e05_b,,,s0366,4
r005_e05_b,,,s0387,5
r005_e05_b,,,s0367,6
r005_e05_b,,,s0285,7
r005_e05_b,,,s0049,8
r005_e05_b,17:00:00,17:00:00,s0042,9
r005_e06_w,17:15:00,17:15:00,s0042,1
r005_e06_w,,,s0049,2
r005_e06_w,,,s0285,3
r005_e06_w,,,s0367,4
r005_e06_w,,,s0387,5
r005_e06_w,,,s0366,6
r005_e06_w,,,s0351,7
r005_e06_w,,,s0092,8
r005_e06_w,17:45:00,17:45:00,s0093,9
r005_e06_b,18:00:00,18:00:00,s0093,1
r005_e06_b,,,s0092,2
r005_e06_b,,,s0351,3
r005_e06_b,,,s0366,4
r005_e06_b,,,s0387,5
r005_e06_b,,,s0367,6
r005_e06_b,,,s0285,7
r005_e06_b,,,s0049,8
r005_e06_b,18:30:00,18:30:00,s0042,9
r005_e07_w,19:30:00,19:30:00,s0042,1
r005_e07_w,,,s0049,2
r005_e07_w,,,s0285,3
r005_e07_w,,,s0367,4
r005_e07_w,,,s0387,5
r005_e07_w,,,s0366,6
r005_e07_w,,,s0351,7
r005_e07_w,,,s0092,8
r005_e07_w,20:00:00,20:00:00,s0093,9
r005_e07_b,21:00:00,21:00:00,s0093,1
r005_e07_b,,,s0092,2
r005_e07_b,,,s0351,3
r005_e07_b,,,s0366,4
r005_e07_b,,,s0387,5
r005_e07_b,,,s0367,6
r005_e07_b,,,s0285,7
r005_e07_b,,,s0049,8
r005_e07_b,21:30:00,21:30:00,s0042,9
r005_e08_w,23:30:00,23:30:00,s0042,1
r005_e08_w,,,s0049,2
r005_e08_w,,,s0285,3
r005_e08_w,,,s0367,4
r005_e08_w,,,s0387,5
r005_e08_w,,,s0366,6
r005_e08_w,,,s0351,7
r005_e08_w,,,s0092,8
r005_e08_w,24:00:00,24:00:00,s0093,9
r005_e08_b,05:30:00,05:30:00,s0093,1
r005_e08_b,,,s0092,2
r005_e08_b,,,s0351,3
r005_e08_b,,,s0366,4
r005_e08_b,,,s0387,5
r005_e08_b,,,s0367,6
r005_e08_b,,,s0285,7
r005_e08_b,,,s0049,8
r005_e08_b,06:00:00,06:00:00,s0042,9
r006_e00_w,06:00:00,06:00:00,s0042,1
r006_e00_w,,,s0049,2
r006_e00_w,,,s0285,3
r006_e00_w,,,s0367,4
r006_e00_w,,,s0366,5
r006_e00_w,,,s0177,6
r006_e00_w,,,s0171,7
r006_e00_w,06:40:00,06:40:00,s0388,8
r006_e00_b,07:00:00,07:00:00,s0388,1
r006_e00_b,,,s0171,2
r006_e00_b,,,s0177,3
r006_e00_b,,,s0366,4
r006_e00_b,,,s0367,5
r006_e00_b,,,s0285,6
r006_e00_b,,,s0049,7
r006_e00_b,07:40:00,07:40:00,s0042,8
r006_e01_w,14:30:00,14:30:00,s0042,1
r006_e01_w,,,s0049,2
r006_e01_w,,,s0285,3
r006_e01_w,,,s0367,4
r006_e01_w,,,s0366,5
r006_e01_w,,,s0177,6
r006_e01_w,,,s0171,7
r006_e01_w,15:10:00,15:10:00,s0388,8
r006_e01_b,15:30:00,15:30:00,s0388,1
r006_e01_b,,,s0171,2
r006_e01_b,,,s0177,3
r006_e01_b,,,s0366,4
r006_e01_b,,,s0367,5
r006_e01_b,,,s0285,6
r006_e01_b,,,s0049,7
r006_e01_b,16:10:00,16:10:00,s0042,8
r006_e02_w,17:00:00,17:00:00,s0042,1
r006_e02_w,,,s0049,2
r006_e02_w,,,s0285,3
r006_e02_w,,,s0367,4
r006_e02_w,,,s0366,5
r006_e02_w,,,s0177,6
r006_e02_w,,,s0171,7
r006_e02_w,17:40:00,17:40:00,s0388,8
r006_e02_b,18:00:00,18:00:00,s0388,1
r006_e02_b,,,s0171,2
r006_e02_b,,,s0177,3
r006_e02_b,,,s0366,4
r006_e02_b,,,s0367,5
r006_e02_b,,,s0285,6
r006_e02_b,,,s0049,7
r006_e02_b,18:40:00,18:40:00,s0042,8
r007_e00_w,11:30:00,11:30:00,s0009,1
r007_e00_w,,,s0049,2
r007_e00_w,,,s0047,3
r007_e00_w,,,s0339,4
r007_e00_w,,,s0338,5
r007_e00_w,,,s0107,6
r007_e00_w,11:50:00,11:50:00,s0039,7
r007_e00_b,12:00:00,12:00:00,s0039,1
r007_e00_b,,,s0107,2
r007_e00_b,,,s0338,3
r007_e00_b,,,s0339,4
r007_e00_b,,,s0047,5
r007_e00_b,,,s0049,6
r007_e00_b,12:20:00,12:20:00,s0009,7
r007_e01_w,15:30:00,15:30:00,s0009,1
r007_e01_w,,,s0049,2
r007_e01_w,,,s0047,3
r007_e01_w,,,s0339,4
r007_e01_w,,,s0338,5
r007_e01_w,,,s0107,6
r007_e01_w,15:50:00,15:50:00,s0039,7
r007_e01_b,16:00:00,16:00:00,s0039,1
r007_e01_b,,,s0107,2
r007_e01_b,,,s0338,3
r007_e01_b,,,s0339,4
r007_e01_b,,,s0047,5
r007_e01_b,,,s0049,6
r007_e01_b,16:20:00,16:20:00,s0009,7
r007_e02_w,17:00:00,17:00:00,s0009,1
r007_e02_w,,,s0049,2
r007_e02_w,,,s0047,3
r007_e02_w,,,s0339,4
r007_e02_w,,,s0338,5
r007_e02_w,,,s0107,6
r007_e02_w,17:20:00,17:20:00,s0039,7
r007_e02_b,06:00:00,06:00:00,s0039,1
r007_e02_b,,,s0107,2
r007_e02_b,,,s0338,3
r007_e02_b,,,s0339,4
r007_e02_b,,,s0047,5
r007_e02_b,,,s0049,6
r007_e02_b,06:20:00,06:20:00,s0009,7
r008_e00_w,06:15:00,06:15:00,s0009,1
r008_e00_w,,,s0049,2
r008_e00_w,,,s0047,3
r008_e00_w,,,s0339,4
r008_e00_w,,,s0338,5
r008_e00_w,,,s0107,6
r008_e00_w,,,s0108,7
r008_e00_w,,,s0154,8
r008_e00_w,,,s0114,9
r008_e00_w,,,s0341,10
r008_e00_w,,,s0068,11
r008_e00_w,06:45:00,06:45:00,s0334,12
r008_e00_b,07:00:00,07:00:00,s0334,1
r008_e00_b,,,s0068,2
r008_e00_b,,,s0341,3
r008_e00_b,,,s0114,4
r008_e00_b,,,s0154,5
r008_e00_b,,,s0108,6
r008_e00_b,,,s0107,7
r008_e00_b,,,s0338,8
r008_e00_b,,,s0339,9
r008_e00_b,,,s0047,10
r008_e00_b,,,s0049,11
r008_e00_b,07:30:00,07:30:00,s0009,12
r008_e01_w,06:45:00,06:45:00,s0009,1
r008_e01_w,,,s0049,2
r008_e01_w,,,s0047,3
r008_e01_w,,,s0339,4
r008_e01_w,,,s0338,5
r008_e01_w,,,s0107,6
r008_e01_w,,,s0108,7
r008_e01_w,,,s0154,8
r008_e01_w,,,s0114,9
r008_e01_w,,,s0341,10
r008_e01_w,,,s0068,11
r008_e01_w,07:25:00,07:25:00,s0334,12
r008_e01_b,07:30:00,07:30:00,s0334,1
r008_e01_b,,,s0068,2
r008_e01_b,,,s0341,3
r008_e01_b,,,s0114,4
r008_e01_b,,,s0154,5
r008_e01_b,,,s0108,6
r008_e01_b,,,s0107,7
r008_e01_b,,,s0338,8
r008_e01_b,,,s0339,9
r008_e01_b,,,s0047,10
r008_e01_b,,,s0049,11
r008_e01_b,08:10:00,08:10:00,s0009,12
r008_e02_w,07:30:00,07:30:00,s0009,1
r008_e02_w,,,s0049,2
r008_e02_w,,,s0047,3
r008_e02_w,,,s0339,4
r008_e02_w,,,s0338,5
r008_e02_w,,,s0107,6
